,age,gender,height_cm,weight_kg,body fat_%
2848,31.0,F,164.3,66.3,31.4
2849,32.0,F,160.4,58.7,30.6
2850,35.0,M,171.6,94.7,36.8
2851,29.0,M,177.0,71.8,14.5
2852,44.0,F,156.2,49.8,23.7
2853,25.0,M,170.5,68.1,10.8
2854,21.0,M,182.2,73.0,12.9
2855,24.0,M,170.6,78.6,20.3
2856,49.0,F,164.3,58.2,26.9
2857,40.0,F,158.6,51.7,32.5
2858,32.0,M,178.1,88.0,21.6
2859,23.0,M,176.0,69.5,10.2
2860,21.0,M,180.6,72.8,12.5
2861,34.0,M,176.7,73.1,14.4
2862,24.0,F,160.2,55.6,22.4
2863,56.0,F,154.0,54.5,23.0
2864,23.0,M,172.5,73.8,21.8
2865,25.0,M,170.2,73.6,21.6
2866,36.0,F,165.3,52.3,21.0
2867,60.0,M,174.3,72.9,20.5
2868,37.0,M,168.8,73.1,14.3
2869,21.0,M,172.6,67.4,16.1
2870,49.0,F,152.3,47.6,30.0
2871,48.0,M,168.0,80.5,25.4
2872,32.0,M,175.1,76.5,19.4
2873,39.0,F,164.6,46.9,25.0
2874,45.0,M,163.2,53.9,15.3
2875,25.0,F,161.2,70.6,38.5
2876,39.0,M,176.8,86.0,24.5
2877,61.0,F,162.0,58.1,31.6
2878,22.0,M,176.8,87.6,16.7
2879,23.0,M,168.1,84.8,34.0
2880,64.0,M,177.3,87.32,24.4
2881,40.0,M,169.4,68.8,19.7
2882,43.0,M,159.4,63.4,25.9
2883,29.0,M,181.3,80.1,17.2
2884,21.0,M,171.3,68.2,15.2
2885,32.0,F,156.8,54.5,28.4
2886,63.0,M,164.8,59.0,16.8
2887,26.0,M,169.6,78.3,24.2
2888,32.0,M,182.5,84.7,24.5
2889,54.0,M,172.2,75.6,20.9
2890,34.0,M,166.6,63.3,21.0
2891,24.0,M,184.7,38.6,9.0
2892,22.0,M,178.0,72.3,13.8
2893,36.0,M,178.2,82.4,25.7
2894,26.0,F,156.2,43.8,22.7
2895,33.0,M,181.0,88.5,19.3
2896,23.0,M,167.1,66.9,21.2
2897,45.0,M,170.3,76.7,17.0
2898,48.0,F,153.8,54.4,31.2
2899,62.0,M,172.4,75.5,24.3
2900,23.0,M,173.8,66.3,12.5
2901,24.0,M,175.5,94.0,38.4
2902,24.0,M,171.9,67.8,23.3
2903,28.0,M,172.9,70.2,15.2
2904,21.0,M,174.6,79.4,18.3
2905,23.0,M,169.9,66.6,15.7
2906,28.0,M,168.5,76.9,18.9
2907,39.0,F,161.3,54.6,31.0
2908,58.0,M,168.4,69.7,25.7
2909,23.0,M,182.1,74.66,23.2
2910,33.0,M,167.7,71.6,24.5
2911,21.0,M,173.0,78.0,14.4
2912,25.0,F,172.8,62.3,24.8
2913,22.0,F,149.8,50.8,33.8
2914,25.0,M,173.5,88.5,32.7
2915,31.0,M,168.4,84.0,27.4
2916,51.0,M,172.0,67.8,21.7
2917,64.0,M,167.0,82.4,28.7
2918,32.0,M,164.7,63.8,23.0
2919,60.0,M,175.7,83.5,24.8
2920,37.0,M,173.3,66.0,16.5
2921,21.0,F,162.5,59.8,31.3
2922,61.0,M,167.2,68.6,20.1
2923,26.0,F,158.0,47.9,27.4
2924,63.0,M,164.1,59.6,19.8
2925,25.0,F,160.9,63.0,33.0
2926,27.0,M,178.7,65.2,11.1
2927,59.0,M,160.3,59.1,22.9
2928,38.0,M,170.6,83.6,31.3
2929,21.0,F,164.0,53.9,26.4
2930,59.0,F,164.6,70.4,38.3
2931,42.0,M,172.5,76.3,20.3
2932,35.0,M,164.0,69.1,16.2
2933,58.0,M,165.5,71.8,24.4
2934,39.0,M,177.1,75.3,24.9
2935,21.0,M,171.0,75.7,15.8
2936,46.0,M,175.8,96.3,31.5
2937,50.0,F,156.9,52.5,28.0
2938,34.0,M,179.1,85.6,28.9
2939,39.0,M,181.8,68.8,18.2
2940,47.0,M,162.5,69.9,30.4
2941,36.0,M,161.7,74.8,29.6
2942,21.0,F,156.7,49.2,24.3
2943,25.0,M,174.4,65.3,16.3
2944,21.0,M,175.4,63.7,14.1
2945,50.0,F,163.6,50.6,22.1
2946,60.0,F,155.6,53.9,32.7
2947,25.0,M,172.0,64.5,22.9
2948,43.0,M,173.2,75.6,15.9
2949,23.0,M,172.0,72.0,15.8
2950,34.0,M,176.7,86.9,27.3
2951,31.0,F,156.6,58.9,38.1
2952,24.0,F,161.9,56.1,20.9
2953,49.0,F,160.4,55.7,28.9
2954,25.0,F,162.6,57.54,27.4
2955,57.0,F,155.0,48.0,29.9
2956,21.0,F,168.9,57.0,25.2
2957,40.0,M,175.2,80.3,21.6
2958,22.0,F,168.1,101.1,44.6
2959,60.0,M,172.3,68.7,15.0
2960,29.0,F,157.3,50.9,21.4
2961,28.0,M,173.8,79.1,19.2
2962,27.0,M,170.4,68.4,20.1
2963,22.0,M,178.6,65.6,16.4
2964,27.0,F,163.6,54.9,29.3
2965,33.0,M,167.4,71.2,23.2
2966,54.0,F,158.4,51.42,28.7
2967,23.0,M,166.8,87.6,34.5
2968,57.0,F,152.8,61.6,35.4
2969,30.0,M,170.7,76.8,22.5
2970,29.0,F,163.3,57.3,25.7
2971,44.0,F,160.0,62.4,27.6
2972,29.0,F,162.0,56.62,22.1
2973,38.0,M,169.3,77.7,23.3
2974,23.0,F,156.2,55.98,33.9
2975,27.0,M,175.0,74.1,15.6
2976,43.0,M,167.4,74.4,28.2
2977,22.0,F,164.3,61.6,28.3
2978,54.0,F,160.5,54.4,26.9
2979,58.0,F,151.9,54.3,27.6
2980,26.0,M,172.8,65.3,17.0
2981,23.0,F,153.2,53.4,34.0
2982,59.0,F,155.3,48.7,26.1
2983,37.0,F,153.5,56.9,25.6
2984,53.0,F,156.1,62.3,37.5
2985,37.0,F,163.2,45.4,18.4
2986,37.0,M,163.4,59.8,21.4
2987,64.0,M,172.8,77.1,27.5
2988,28.0,F,173.1,61.7,16.8
2989,40.0,M,167.9,82.9,22.3
2990,38.0,M,167.7,69.8,20.2
2991,40.0,M,170.0,71.9,25.4
2992,30.0,M,171.8,79.7,31.9
2993,21.0,M,171.5,80.0,20.6
2994,29.0,M,180.6,65.5,14.9
2995,39.0,F,170.0,51.5,16.8
2996,42.0,F,163.2,54.3,25.5
2997,55.0,F,158.3,60.9,35.3
2998,26.0,F,164.4,54.6,29.9
2999,25.0,F,163.7,49.8,26.0
3000,22.0,F,162.3,51.0,25.0
3001,61.0,M,167.4,60.4,20.2
3002,27.0,M,173.9,65.9,14.6
3003,25.0,M,177.5,75.9,21.7
3004,63.0,F,146.6,54.42,34.0
3005,25.0,F,163.7,61.6,31.8
3006,23.0,M,172.1,63.8,14.3
3007,28.0,F,143.8,72.6,48.7
3008,24.0,M,172.5,62.1,23.3
3009,40.0,M,168.2,77.8,29.4
3010,60.0,M,190.9,70.3,19.1
3011,21.0,M,175.2,66.3,11.2
3012,33.0,M,165.8,58.6,19.0
3013,52.0,M,182.0,80.7,22.3
3014,61.0,M,163.0,67.2,37.9
3015,25.0,F,153.1,54.6,30.9
3016,27.0,M,184.4,84.4,18.4
3017,29.0,M,170.6,69.4,19.0
3018,55.0,F,156.0,58.1,36.6
3019,55.0,M,186.0,88.02,15.1
3020,21.0,M,174.9,65.4,15.8
3021,62.0,M,167.0,77.4,22.6
3022,24.0,M,178.1,73.14,18.5
3023,43.0,F,162.2,57.7,20.5
3024,23.0,M,171.5,85.3,25.8
3025,57.0,M,169.2,74.5,23.7
3026,37.0,F,158.5,53.0,30.3
3027,24.0,M,182.8,76.8,19.4
3028,62.0,F,154.9,58.9,35.4
3029,24.0,M,177.0,76.0,15.5
3030,25.0,F,163.2,54.4,26.8
3031,64.0,M,163.3,61.0,24.0
3032,62.0,M,176.7,79.1,18.4
3033,27.0,M,172.3,72.3,9.8
3034,63.0,M,157.0,67.8,21.2
3035,46.0,M,168.0,62.6,14.3
3036,29.0,M,167.0,78.9,24.1
3037,26.0,M,184.6,78.2,9.7
3038,50.0,M,173.1,75.98,26.9
3039,22.0,F,172.1,57.16,23.1
3040,24.0,M,177.4,71.2,11.5
3041,27.0,F,160.7,54.6,26.2
3042,21.0,M,167.2,59.7,19.3
3043,33.0,M,169.0,74.5,17.3
3044,34.0,M,168.8,65.8,18.2
3045,30.0,M,176.9,73.3,17.5
3046,28.0,M,173.6,72.8,23.3
3047,33.0,F,162.5,55.2,26.4
3048,48.0,F,146.7,51.24,28.6
3049,64.0,M,170.3,65.8,15.4
3050,22.0,M,177.1,71.7,16.8
3051,38.0,F,157.4,54.0,28.6
3052,48.0,M,173.9,77.0,28.4
3053,28.0,F,152.6,48.1,26.0
3054,25.0,F,154.6,53.8,33.5
3055,31.0,M,172.4,76.4,22.1
3056,22.0,M,179.9,78.9,23.4
3057,31.0,M,166.7,81.0,25.5
3058,29.0,M,175.8,72.1,18.7
3059,23.0,M,175.4,68.1,14.9
3060,53.0,F,165.5,55.3,23.5
3061,57.0,F,162.3,66.4,35.1
3062,64.0,M,163.2,58.52,20.7
3063,30.0,M,171.5,58.2,15.1
3064,49.0,M,167.6,64.9,22.8
3065,63.0,M,164.6,65.8,26.1
3066,52.0,F,161.5,54.2,23.5
3067,21.0,F,166.7,58.4,25.3
3068,24.0,F,163.8,52.0,18.0
3069,21.0,M,171.4,56.5,14.7
3070,26.0,M,173.6,70.8,18.9
3071,61.0,M,168.8,68.4,22.4
3072,31.0,M,171.4,77.0,28.6
3073,21.0,M,173.3,83.8,30.2
3074,25.0,M,175.2,72.4,10.7
3075,25.0,M,180.6,83.7,14.5
3076,31.0,M,176.1,75.1,22.6
3077,26.0,M,174.5,77.9,22.5
3078,29.0,M,183.7,92.5,27.0
3079,21.0,F,161.2,45.0,16.7
3080,38.0,F,161.4,62.5,27.5
3081,25.0,M,174.8,68.5,15.2
3082,21.0,M,182.6,86.8,19.9
3083,52.0,F,167.0,69.2,36.0
3084,40.0,F,160.4,64.5,31.0
3085,35.0,M,175.1,63.3,10.9
3086,28.0,M,174.9,74.8,21.6
3087,25.0,F,158.7,83.1,47.5
3088,23.0,M,174.3,99.12,39.0
3089,25.0,F,164.4,57.7,24.4
3090,46.0,M,172.0,79.5,21.2
3091,27.0,F,155.9,50.8,23.4
3092,41.0,F,153.6,59.1,39.2
3093,22.0,M,180.6,63.2,7.8
3094,27.0,F,170.0,63.8,29.3
3095,43.0,M,175.2,76.1,7.6
3096,24.0,M,169.9,58.8,13.7
3097,35.0,F,164.6,62.3,35.0
3098,51.0,F,156.9,56.2,34.9
3099,21.0,F,161.8,53.6,27.0
3100,29.0,M,173.2,72.7,20.9
3101,55.0,F,165.2,70.98,28.7
3102,26.0,M,182.4,83.6,19.1
3103,25.0,F,170.2,58.3,24.3
3104,60.0,F,150.6,51.4,38.2
3105,45.0,M,173.7,60.4,16.4
3106,27.0,F,167.6,57.6,27.9
3107,41.0,M,174.6,76.6,19.9
3108,38.0,M,176.0,82.9,22.3
3109,45.0,M,174.5,69.0,16.3
3110,47.0,F,161.9,54.0,26.1
3111,57.0,M,161.9,61.58,26.9
3112,27.0,M,175.2,66.62,22.1
3113,22.0,M,184.6,76.8,15.3
3114,38.0,M,181.0,72.2,18.6
3115,31.0,M,177.5,94.6,27.3
3116,36.0,F,160.4,49.1,17.0
3117,21.0,F,168.7,56.4,29.9
3118,56.0,M,158.6,53.8,16.6
3119,41.0,F,154.6,52.5,30.9
3120,58.0,M,170.1,62.6,21.1
3121,36.0,M,184.0,87.7,16.1
3122,26.0,M,170.7,70.5,19.0
3123,39.0,M,173.5,68.5,14.3
3124,23.0,F,165.1,63.2,19.9
3125,36.0,M,180.2,76.3,19.7
3126,28.0,M,176.7,76.9,22.1
3127,54.0,M,170.5,72.3,24.5
3128,57.0,M,170.6,64.9,17.7
3129,29.0,F,168.7,61.1,32.1
3130,23.0,M,172.5,70.0,19.4
3131,47.0,F,159.6,53.5,23.2
3132,32.0,M,170.6,68.0,16.3
3133,34.0,M,170.2,63.5,16.2
3134,23.0,F,165.8,51.4,18.1
3135,38.0,M,183.6,67.7,12.0
3136,47.0,M,172.4,70.3,16.9
3137,32.0,M,173.5,79.5,33.7
3138,27.0,M,172.9,80.5,22.9
3139,23.0,M,174.2,75.2,16.4
3140,28.0,M,171.3,68.7,11.2
3141,29.0,M,173.0,73.1,22.2
3142,21.0,F,162.3,58.9,31.7
3143,28.0,M,187.2,82.7,14.0
3144,42.0,M,168.7,65.4,10.8
3145,39.0,M,172.3,75.9,29.9
3146,51.0,F,165.1,61.7,33.4
3147,29.0,M,169.0,94.9,27.4
3148,62.0,F,159.6,59.3,34.4
3149,24.0,F,160.6,53.7,26.1
3150,27.0,M,171.5,68.8,16.0
3151,57.0,F,156.0,53.8,22.9
3152,25.0,F,163.1,54.5,25.1
3153,42.0,M,184.9,85.9,26.2
3154,61.0,M,170.9,102.2,33.2
3155,21.0,M,175.9,91.5,28.7
3156,54.0,F,160.0,58.3,39.5
3157,61.0,M,162.5,72.7,27.8
3158,64.0,F,156.3,53.8,33.9
3159,63.0,F,157.2,60.62,37.5
3160,24.0,M,173.9,64.0,15.2
3161,34.0,M,170.8,75.2,22.1
3162,54.0,F,166.9,68.8,32.4
3163,26.0,M,177.4,78.3,14.0
3164,23.0,M,181.9,106.9,23.2
3165,30.0,M,176.2,88.5,22.9
3166,55.0,M,173.6,77.76,22.1
3167,58.0,F,154.9,58.66,35.7
3168,22.0,F,170.7,67.6,24.9
3169,42.0,M,177.0,75.9,20.7
3170,60.0,M,160.0,51.8,8.6
3171,44.0,M,171.5,82.1,28.9
3172,60.0,M,167.3,65.4,16.8
3173,22.0,M,175.4,67.7,12.9
3174,26.0,M,171.7,69.8,11.0
3175,29.0,M,174.6,79.2,27.8
3176,53.0,F,163.3,50.76,18.4
3177,21.0,M,173.1,67.36,14.4
3178,36.0,M,179.9,84.0,20.2
3179,23.0,F,162.3,49.4,26.1
3180,60.0,M,166.7,61.9,23.3
3181,27.0,M,171.3,85.7,31.9
3182,57.0,F,163.8,61.1,31.9
3183,29.0,M,168.0,83.5,24.8
3184,26.0,M,169.7,67.1,15.4
3185,24.0,F,160.0,46.8,30.3
3186,42.0,F,156.6,63.0,38.7
3187,33.0,F,163.2,55.0,23.5
3188,28.0,M,174.5,71.4,18.9
3189,21.0,F,162.4,61.0,29.1
3190,22.0,F,157.7,46.2,20.2
3191,38.0,M,175.6,74.5,22.5
3192,22.0,F,155.0,45.7,26.5
3193,34.0,M,172.5,77.2,26.9
3194,54.0,M,171.4,65.7,21.7
3195,33.0,F,162.6,55.8,21.6
3196,36.0,M,180.6,78.2,26.1
3197,23.0,M,166.6,69.8,17.8
3198,27.0,M,175.5,85.0,26.8
3199,27.0,M,172.6,79.6,19.3
3200,52.0,F,155.7,46.5,22.7
3201,33.0,M,167.4,76.3,19.2
3202,28.0,M,175.9,82.04,15.0
3203,25.0,M,172.6,69.8,21.0
3204,28.0,M,180.0,76.2,19.3
3205,48.0,F,159.8,64.3,30.4
3206,59.0,F,161.9,59.6,34.4
3207,31.0,M,173.3,68.3,15.7
3208,60.0,M,181.2,78.5,19.6
3209,22.0,F,167.5,53.6,23.4
3210,28.0,M,182.4,97.3,29.8
3211,27.0,F,165.7,68.5,27.3
3212,23.0,F,162.2,58.48,28.8
3213,25.0,M,169.0,63.1,8.7
3214,23.0,M,181.9,89.1,13.5
3215,26.0,F,157.6,50.6,30.4
3216,22.0,M,170.7,60.6,12.7
3217,24.0,M,181.0,59.4,9.7
3218,59.0,F,152.9,47.9,33.3
3219,28.0,M,178.7,87.7,23.2
3220,22.0,F,157.7,54.5,30.6
3221,28.0,M,173.7,70.4,20.6
3222,28.0,F,165.2,54.1,27.0
3223,26.0,F,165.5,63.7,26.9
3224,31.0,F,157.9,60.96,35.2
3225,27.0,M,179.0,69.0,13.2
3226,21.0,F,160.3,58.0,26.2
3227,64.0,M,166.0,69.84,26.2
3228,21.0,F,171.1,70.1,28.4
3229,41.0,M,186.2,85.0,15.8
3230,27.0,F,163.1,61.4,31.0
3231,36.0,M,174.7,76.6,18.7
3232,52.0,F,157.9,54.28,36.5
3233,28.0,M,185.9,92.1,20.3
3234,23.0,M,183.2,89.5,17.5
3235,46.0,F,155.5,50.8,23.3
3236,25.0,M,172.9,85.3,19.3
3237,23.0,F,156.0,57.2,32.7
3238,21.0,F,163.9,54.0,22.8
3239,34.0,M,173.0,71.1,14.9
3240,57.0,M,160.5,66.62,24.6
3241,28.0,M,180.8,81.1,18.8
3242,56.0,F,158.9,51.0,23.5
3243,56.0,M,167.7,65.66,18.4
3244,43.0,M,177.3,79.7,21.2
3245,60.0,M,163.7,65.3,23.1
3246,25.0,F,155.0,54.4,22.6
3247,43.0,F,155.7,72.04,39.6
3248,32.0,M,180.3,68.5,16.6
3249,27.0,M,181.6,84.0,15.0
3250,61.0,M,175.2,73.8,12.7
3251,48.0,M,167.0,65.24,22.1
3252,25.0,F,166.0,51.5,27.4
3253,26.0,F,166.0,59.2,30.5
3254,43.0,M,169.6,79.1,25.3
3255,28.0,F,153.4,54.8,25.4
3256,38.0,M,167.6,61.8,16.9
3257,49.0,F,151.7,59.7,28.3
3258,31.0,M,181.7,68.9,17.4
3259,24.0,M,172.3,75.7,12.1
3260,25.0,M,184.8,86.6,14.8
3261,48.0,M,179.1,80.9,25.3
3262,49.0,M,176.7,63.9,17.8
3263,34.0,M,182.2,71.9,13.8
3264,50.0,M,165.1,74.1,27.7
3265,21.0,M,174.1,61.2,7.9
3266,28.0,F,165.5,69.6,30.3
3267,45.0,M,174.0,80.8,21.5
3268,25.0,M,174.8,62.0,11.5
3269,36.0,F,158.8,50.8,28.4
3270,22.0,F,160.1,55.1,26.9
3271,44.0,M,173.1,78.5,20.6
3272,22.0,F,164.4,57.8,22.1
3273,54.0,M,174.1,64.3,13.0
3274,60.0,M,175.0,83.8,23.0
3275,25.0,F,158.6,60.9,34.1
3276,43.0,M,169.2,57.2,11.0
3277,21.0,M,174.0,69.8,10.8
3278,23.0,F,157.0,56.8,33.6
3279,32.0,M,175.8,68.44,16.6
3280,23.0,F,158.0,47.44,22.4
3281,21.0,M,182.4,60.0,15.0
3282,55.0,F,150.3,60.7,39.8
3283,43.0,M,180.0,74.0,27.0
3284,21.0,M,177.1,67.2,15.5
3285,35.0,M,159.4,64.2,24.7
3286,24.0,M,175.0,68.0,20.5
3287,24.0,M,174.5,60.9,11.4
3288,57.0,F,154.3,47.5,31.2
3289,22.0,F,167.3,52.54,17.4
3290,22.0,M,177.8,90.5,27.1
3291,63.0,M,167.6,65.4,18.3
3292,21.0,M,169.1,78.0,16.5
3293,44.0,F,160.5,62.6,38.3
3294,54.0,F,157.8,54.4,40.7
3295,41.0,M,181.0,83.6,20.7
3296,32.0,F,174.1,63.6,19.9
3297,29.0,M,170.6,47.0,10.0
3298,26.0,M,174.9,64.4,24.6
3299,27.0,F,162.7,64.0,28.3
3300,30.0,F,166.2,55.1,30.7
3301,37.0,F,156.2,52.9,26.1
3302,26.0,F,165.4,59.1,21.9
3303,35.0,M,174.5,77.8,16.4
3304,32.0,F,158.3,54.6,31.1
3305,27.0,M,175.8,69.1,8.3
3306,38.0,F,161.0,70.8,42.0
3307,42.0,M,174.0,70.8,21.5
3308,49.0,F,159.6,57.8,32.0
3309,25.0,F,154.3,55.7,24.7
3310,41.0,M,168.7,74.1,16.9
3311,26.0,F,159.3,59.4,34.2
3312,51.0,F,156.8,57.0,34.1
3313,21.0,M,171.6,78.6,16.7
3314,28.0,M,176.7,72.1,23.7
3315,26.0,M,176.7,69.1,13.4
3316,26.0,M,164.8,62.7,12.2
3317,41.0,F,156.4,58.9,28.3
3318,38.0,F,168.0,74.0,24.4
3319,22.0,F,161.0,57.2,24.0
3320,38.0,F,159.4,51.2,21.7
3321,51.0,F,158.2,55.5,32.8
3322,34.0,M,168.8,65.0,19.5
3323,27.0,M,171.0,71.5,23.0
3324,21.0,M,175.7,65.1,17.3
3325,24.0,M,180.0,69.5,17.2
3326,34.0,F,160.8,51.5,30.3
3327,24.0,M,175.6,93.38,25.4
3328,23.0,F,164.0,60.3,23.2
3329,25.0,F,158.3,48.22,24.0
3330,22.0,F,170.2,51.2,24.8
3331,30.0,M,172.7,86.2,27.4
3332,21.0,M,177.9,84.3,21.6
3333,57.0,F,167.9,58.8,24.0
3334,21.0,F,157.4,49.0,27.0
3335,28.0,M,175.0,64.8,17.9
3336,58.0,F,159.1,58.02,31.5
3337,33.0,M,178.0,90.4,26.3
3338,33.0,F,153.2,49.0,33.0
3339,44.0,M,177.6,80.7,19.0
3340,39.0,M,180.1,73.8,28.1
3341,25.0,M,168.2,63.0,25.9
3342,25.0,M,165.8,72.3,22.4
3343,26.0,M,174.2,64.8,12.9
3344,21.0,M,172.2,68.0,12.7
3345,23.0,M,168.8,70.0,21.4
3346,21.0,F,173.5,54.5,19.4
3347,45.0,F,153.6,48.5,27.7
3348,22.0,M,178.4,62.8,16.9
3349,60.0,M,169.1,63.7,23.6
3350,60.0,M,175.7,72.1,26.5
3351,22.0,F,162.4,49.3,29.1
3352,58.0,M,164.1,59.5,23.2
3353,22.0,F,171.7,68.1,21.4
3354,54.0,F,155.7,48.5,25.4
3355,45.0,M,164.4,64.4,24.3
3356,24.0,F,160.0,49.6,23.8
3357,61.0,M,165.0,77.7,34.6
3358,47.0,M,173.0,75.4,24.5
3359,45.0,F,160.2,59.42,36.2
3360,58.0,M,167.2,67.3,24.5
3361,23.0,M,171.0,67.6,20.2
3362,22.0,M,178.7,76.4,13.1
3363,24.0,F,174.5,62.8,26.3
3364,37.0,M,170.0,62.7,10.0
3365,22.0,M,183.0,96.4,30.6
3366,25.0,F,163.2,59.92,26.9
3367,25.0,M,166.5,60.5,19.1
3368,61.0,F,157.4,58.5,33.4
3369,30.0,M,167.5,61.7,19.1
3370,58.0,F,158.6,72.5,40.9
3371,42.0,F,161.3,57.2,29.1
3372,53.0,M,168.4,67.6,17.8
3373,23.0,F,165.1,52.8,27.5
3374,27.0,F,165.5,80.38,44.3
3375,63.0,M,165.6,66.94,17.6
3376,22.0,F,164.0,50.2,23.4
3377,25.0,M,180.0,78.9,17.9
3378,22.0,F,167.0,46.1,22.1
3379,52.0,M,163.9,66.3,20.5
3380,38.0,M,180.2,74.0,17.5
3381,49.0,M,166.7,65.7,13.4
3382,37.0,M,171.2,70.5,23.1
3383,29.0,M,176.5,65.8,16.3
3384,38.0,M,175.2,71.8,15.5
3385,42.0,M,166.3,71.6,23.2
3386,23.0,F,160.1,58.7,18.3
3387,26.0,M,182.2,79.3,21.8
3388,31.0,M,170.1,69.6,22.7
3389,43.0,F,163.8,59.1,26.1
3390,26.0,F,167.1,59.2,22.4
3391,35.0,M,176.4,77.7,21.2
3392,33.0,M,169.5,79.6,20.6
3393,21.0,M,169.9,69.2,14.1
3394,23.0,F,160.6,48.8,20.2
3395,32.0,M,178.9,63.2,7.5
3396,21.0,M,161.6,66.9,23.3
3397,41.0,M,170.5,85.6,25.5
3398,22.0,M,164.4,63.5,14.0
3399,57.0,M,172.8,59.8,19.6
3400,47.0,F,157.6,52.1,28.9
3401,26.0,M,170.3,72.3,14.8
3402,53.0,F,152.4,60.4,38.5
3403,27.0,M,166.2,63.2,16.7
3404,30.0,M,166.7,73.2,21.0
3405,22.0,M,175.8,64.58,13.8
3406,31.0,M,175.4,70.9,19.3
3407,26.0,M,171.4,69.34,13.1
3408,63.0,M,171.7,89.9,30.6
3409,26.0,M,166.8,64.7,19.5
3410,23.0,F,160.5,55.0,27.5
3411,40.0,F,151.6,60.5,39.7
3412,49.0,F,160.8,72.42,36.1
3413,46.0,F,158.0,52.3,26.5
3414,21.0,F,169.2,55.4,23.6
3415,47.0,F,171.9,61.2,19.5
3416,27.0,M,172.8,69.7,18.6
3417,22.0,F,169.0,52.1,22.1
3418,41.0,M,178.0,67.9,15.0
3419,25.0,M,183.5,89.3,17.7
3420,21.0,M,166.5,63.0,13.5
3421,22.0,M,172.5,56.8,12.8
3422,22.0,M,171.2,59.9,18.7
3423,25.0,M,173.8,80.5,14.1
3424,32.0,M,185.6,113.9,30.2
3425,29.0,F,160.8,59.6,25.6
3426,55.0,M,166.2,58.8,15.4
3427,60.0,F,159.2,53.8,33.7
3428,37.0,F,163.3,53.9,37.0
3429,49.0,M,170.9,68.2,22.1
3430,23.0,M,179.0,71.5,15.0
3431,25.0,M,183.8,83.02,17.2
3432,28.0,M,168.9,74.7,24.7
3433,21.0,M,168.7,62.3,16.7
3434,43.0,M,174.1,84.96,20.6
3435,52.0,M,170.8,55.7,14.4
3436,29.0,F,161.3,51.2,24.2
3437,39.0,M,177.7,81.8,20.1
3438,28.0,F,160.0,60.0,28.0
3439,30.0,M,173.7,77.9,13.9
3440,28.0,M,164.6,70.6,18.7
3441,23.0,F,156.7,52.0,23.7
3442,63.0,F,156.5,43.6,22.5
3443,60.0,F,155.2,48.9,26.8
3444,38.0,F,162.1,51.7,23.5
3445,28.0,M,175.0,93.0,24.7
3446,22.0,M,168.5,65.0,18.7
3447,35.0,M,178.1,80.4,27.5
3448,42.0,M,174.0,66.1,21.9
3449,39.0,F,157.0,52.9,27.0
3450,33.0,M,171.1,68.7,21.6
3451,61.0,M,171.0,61.8,20.6
3452,26.0,F,166.9,61.3,31.5
3453,40.0,M,175.9,81.7,23.7
3454,40.0,M,173.0,68.5,14.9
3455,50.0,M,161.5,63.2,25.9
3456,51.0,M,179.1,83.5,28.9
3457,25.0,M,171.0,93.6,27.3
3458,41.0,M,173.2,66.8,14.5
3459,54.0,F,157.8,67.2,35.0
3460,61.0,F,156.3,58.3,35.6
3461,37.0,M,177.8,88.9,25.5
3462,63.0,F,148.2,64.2,39.8
3463,27.0,F,160.9,50.3,21.1
3464,21.0,M,175.5,61.7,20.0
3465,44.0,M,173.0,75.0,26.7
3466,25.0,F,160.0,57.3,27.6
3467,28.0,M,178.7,74.3,13.6
3468,50.0,F,160.3,59.1,34.4
3469,45.0,M,180.7,95.9,30.9
3470,47.0,M,174.9,58.5,16.7
3471,37.0,F,160.0,52.7,18.1
3472,28.0,F,162.6,53.5,23.4
3473,58.0,M,162.0,62.7,24.6
3474,27.0,M,186.8,99.3,30.8
3475,45.0,F,175.8,69.9,33.8
3476,26.0,M,170.3,48.8,4.9
3477,23.0,M,183.5,79.2,19.2
3478,64.0,F,148.6,57.8,36.7
3479,29.0,M,173.0,67.6,12.0
3480,42.0,M,178.4,72.0,27.2
3481,60.0,M,179.6,78.2,20.9
3482,47.0,F,161.7,56.6,18.7
3483,64.0,M,165.1,63.2,22.9
3484,59.0,M,167.0,71.9,30.7
3485,30.0,M,169.7,77.9,20.7
3486,21.0,M,173.5,68.3,22.7
3487,58.0,M,175.2,75.0,26.0
3488,35.0,F,153.3,86.0,47.7
3489,29.0,M,186.1,79.7,26.3
3490,21.0,F,161.9,48.2,25.3
3491,63.0,M,173.2,74.26,23.9
3492,23.0,M,165.7,66.3,27.6
3493,58.0,M,168.1,69.0,21.5
3494,29.0,F,164.3,53.3,18.4
3495,32.0,M,171.9,71.1,19.5
3496,21.0,M,174.4,73.4,22.4
3497,25.0,M,174.6,66.3,12.9
3498,39.0,F,160.6,52.2,33.9
3499,61.0,F,157.7,52.7,26.1
3500,36.0,M,165.2,55.4,11.4
3501,27.0,M,172.1,71.84,14.6
3502,27.0,F,166.1,58.2,26.1
3503,24.0,M,177.0,55.8,12.8
3504,37.0,M,166.0,64.5,12.0
3505,59.0,F,152.9,55.2,33.9
3506,33.0,M,182.6,89.4,26.9
3507,63.0,M,165.7,64.0,18.5
3508,21.0,M,171.0,67.7,10.9
3509,47.0,M,173.1,73.25,21.4
3510,42.0,F,161.3,60.2,26.6
3511,55.0,M,169.5,68.9,23.6
3512,32.0,M,174.6,79.7,21.0
